Index,age_at_diagnosis_coef,Gene_coef,age_at_diagnosis_p,Gene_p,Gene_p_adjust,neglogP,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
BIRC6,-18.195017359501357,161.83219941980798,0.011718079448229599,0.7367890813331621,0.9289949286374652,0.03198665680374916,Other Genes
BIVM_ERCC5,-18.016775135127038,-217.18652673060728,0.012451016642042444,0.5687273994321267,0.8855305331490636,0.05279645971440167,Other Genes
BLMH,-16.776570757565977,-849.4556443374532,0.014297693638517156,0.005160292216889672,0.5092520900519907,0.29306717991015707,Other Genes
BLOC1S1,-17.868196961235817,-402.0819853204059,0.012477281807762537,0.22741937976960463,0.7740800485115651,0.11121412610099601,Other Genes
BLOC1S2,-18.16459452618771,-41.99853069112157,0.011902404929442636,0.9095733246713861,0.9777462225640585,0.009773853230860207,Other Genes
BLOC1S4,-17.266570675916977,-356.4310707991409,0.016009647216416758,0.21157823777718968,0.7691770146485282,0.11397370228126935,Other Genes
BLVRA,-17.601706298018854,109.68545904269237,0.01671695859372259,0.7040405809210776,0.9235416743341811,0.03454350247061227,Other Genes
BLVRB,-17.76175962043122,165.65941482554484,0.013605470855129724,0.4026080584094268,0.8363634451198695,0.07760495711890278,Other Genes
BMS1,-17.968052659465233,-130.2452694201786,0.013037838037080514,0.736567162316373,0.9289949286374652,0.03198665680374916,Other Genes
BNIP1,-17.38982689204645,-470.3028042105111,0.015009266685922305,0.18695496258843924,0.7684155789089095,0.11440383880567512,Other Genes
BOD1L1,-18.012591587670997,-42.20196941030605,0.0150777186971772,0.9287717146128366,0.9843594769441493,0.0068462731709701555,Other Genes
BOLA2,-18.30740332189092,116.95198042644111,0.011336973025706652,0.7151894659065768,0.9242347632594551,0.034217700383620216,Other Genes
BOP1,-17.173455558770307,662.2024861236175,0.015473497419657603,0.09098543573643512,0.7170047924882115,0.14447794148111354,Other Genes
BPGM,-17.830351439367135,101.62459581122246,0.013595239471600497,0.5694639901774818,0.8856518974873243,0.05273694256746382,Other Genes
BPHL,-19.009516589167774,160.51298519836092,0.009153523867512321,0.44400558974612436,0.8483412065431468,0.07142943746648008,Other Genes
BPNT1,-18.077497838768814,-77.54623773987146,0.012312403612739943,0.7579899178030447,0.9340728498440636,0.029619251123769737,Other Genes
BPTF,-17.757027305492247,-88.75004212847426,0.016664327906504538,0.8145383338827585,0.9476114867212396,0.023369683502866893,Other Genes
BRAP,-19.100829620439107,767.1735680557441,0.00743940358339449,0.10447213514658757,0.7437868868865072,0.12855148260924815,Other Genes
BRAT1,-16.93519991740413,758.7972674810492,0.015591700322605801,0.030829672411198664,0.6340292690038701,0.1978906931064904,Other Genes
BRCC3,-17.190548913657437,390.818422602527,0.017197983819762827,0.29961842598755845,0.798011108736668,0.09799106299832303,Other Genes
BRD3,-16.38862171168228,767.4227457887986,0.017479387730647257,0.008356223358525615,0.5268053856461801,0.2783497938004937,Other Genes
BRD4,-15.792346931514235,-376.29163376705856,0.030380311257601933,0.16663950206235212,0.7660160798138202,0.11576211378630473,Other Genes
BRD8,-21.80226475331131,637.2311400049755,0.003197067942557923,0.06624293101280147,0.6881721653097252,0.16230289738910933,Other Genes
BRI3BP,-15.039569338690688,433.77171434296326,0.03494882770288301,0.04009896936498116,0.6705503742103048,0.1735685907880786,Other Genes
BRIX1,-16.850149566225042,349.3801225011733,0.02026766625624152,0.2983398573418084,0.798011108736668,0.09799106299832303,Other Genes
BRMS1L,-18.681276670983245,327.1878210683803,0.009146264218348757,0.20668062589905062,0.7684155789089095,0.11440383880567512,Other Genes
BROX,-16.980267248292297,-236.9712314206324,0.01998847087358953,0.39100910921262544,0.8354204407451711,0.0780949027909962,Other Genes
BSDC1,-19.864951723262894,-439.62496809916274,0.006291101433948589,0.17224875929554717,0.766390744451717,0.11554974878574684,Other Genes
BSG,-18.518841864257922,-416.8295298377361,0.009840372189702877,0.2562656775404654,0.7875352308783823,0.10373000867000819,Other Genes
BST1,-20.261850687091055,-389.456894028593,0.004894047470026059,0.07236534406358448,0.6881721653097252,0.16230289738910933,Other Genes
BST2,-19.000877674845,-310.581438979696,0.007247833340001965,0.055379879461956244,0.6834941781938039,0.16526518027549125,Other Genes
BTF3,-17.692222673458723,386.28564783862987,0.01351361509351849,0.250462420695088,0.784950670045845,0.10515763548411222,Other Genes
BTF3L4,-18.122608686332974,52.01893402027838,0.01218240345935068,0.9060351772752004,0.9776913741792072,0.009798216422943835,Other Genes
BUB3,-18.028725570928447,-71.47116284752894,0.013546765020619772,0.9027035374157879,0.9768060666066362,0.010191651801089219,Other Genes
BUD31,-18.151451312202372,18.465757244507472,0.01199688806373058,0.9563877847285509,0.9900730279793424,0.004332770575431926,Other Genes
BYSL,-17.63704777700983,-214.09826187161428,0.014922414815827834,0.5360291989994079,0.8728941278522087,0.05903842809038384,Other Genes
BZW1,-19.32587979820307,798.8342829895075,0.005978949223169783,0.02683968615555304,0.6087655844057486,0.21554990769141794,Other Genes
BZW2,-18.311921151400288,302.9581114940252,0.010519382609010855,0.23191562246767966,0.7747446387333384,0.11084142041502118,Other Genes
C10orf76,-24.192166415964962,-1051.2691739874338,0.0012330201438455176,0.016225725131877197,0.5787836137259355,0.23748377293852785,Other Genes
C11orf54,-19.03289431947513,406.3119255102391,0.007344273572760726,0.07173472927118806,0.6881721653097252,0.16230289738910933,Other Genes
C11orf58,-17.991008173320186,-116.0247526083023,0.012914229594140488,0.7569840544170277,0.9340728498440636,0.029619251123769737,Other Genes
C12orf10,-18.424759418719827,108.6446034368314,0.01101474249511053,0.680680418978878,0.9191417360554187,0.0366175131618116,Other Genes
C12orf57,-17.098385258141548,426.5298698952157,0.016567323484328354,0.13879410387829133,0.762631838822359,0.11768506749111968,Other Genes
C14orf159,-18.454892749674084,68.65876230112308,0.010745158012981336,0.591614548632224,0.8940601293144886,0.048633272086262676,Other Genes
C14orf166,-18.86040233238721,248.18976393668436,0.010943882574472846,0.6720356058451418,0.9191417360554187,0.0366175131618116,Other Genes
C16orf58,-18.167654064509932,9.411872227982371,0.011920019942977512,0.9741707740302747,0.9968282931942769,0.0013796438352188815,Other Genes
C16orf62,-19.076045065739848,865.8543484902691,0.007357994938034167,0.08564113452483345,0.7029036512887273,0.1531042007004078,Other Genes
C17orf49,-18.95488702055684,176.4989791311294,0.009610830747386988,0.5178743160856519,0.8694381114712325,0.06076132660333478,Other Genes
C17orf62,-18.427357204126558,-309.01325799485727,0.010350876749037488,0.33148296459707427,0.8097224673706382,0.09166381018693102,Other Genes
C17orf75,-18.724684153299656,304.27452308681455,0.009557392553364191,0.3859055624876867,0.8335100282132261,0.07908917067524646,Other Genes
C18orf25,-16.38295360270413,272.40795035239637,0.02468562054763708,0.24887074686997324,0.7848856305308145,0.10519362178725628,Other Genes
C18orf8,-20.102329515383296,-273.7952116458233,0.008794472265314351,0.45060371983672687,0.8510741621310282,0.07003259408588403,Other Genes
C19orf66,-19.21606641062276,-485.56512312542725,0.006526425374842181,0.04248711368057796,0.6727218522775186,0.17216446473669716,Other Genes
C19orf70,-18.80498835677733,-659.2779729405581,0.007829541917419561,0.05833682736996884,0.6834941781938039,0.16526518027549125,Other Genes
C1QA,-17.626111570913494,-139.35426487651512,0.014006516316113252,0.27609338307407233,0.7941363358450536,0.10010493230542455,Other Genes
C1QB,-18.117355807877463,-223.20644262516922,0.011415446455363198,0.26214942839184335,0.7882857432991881,0.10331632788654152,Other Genes
C1QBP,-18.184099880889573,14.910932514101098,0.011902081840503634,0.9447043211932945,0.9889619964728232,0.0048203970168356185,Other Genes
C1QC,-18.007920707200974,-187.12267984956193,0.011602082324761776,0.17926984979408003,0.766390744451717,0.11554974878574684,Other Genes
C1R,-18.95422530928156,-272.5123809339958,0.007973826651901075,0.12708044723634146,0.7606766838696994,0.11879989546039882,Other Genes
C1S,-18.47014807242256,-169.6636738085794,0.010124527794285883,0.2992041263581174,0.798011108736668,0.09799106299832303,Other Genes
C1orf123,-18.288507615688108,-173.87436014037024,0.011373702364367052,0.7035499065854545,0.9235416743341811,0.03454350247061227,Other Genes
C1orf27,-18.240831375443964,-68.72812444211075,0.011713118355617027,0.8593191259821813,0.9596938233256364,0.017867300344948878,Other Genes
C2,-20.309301441970263,-397.4960393074153,0.0050444577112095075,0.09548030018074219,0.726815921431517,0.13857556772322632,Other Genes
C21orf33,-17.019525153465914,-346.01873212847056,0.01789785975229361,0.21413180798606152,0.7691770146485282,0.11397370228126935,Other Genes
C21orf59,-17.706504496933515,326.12549845718314,0.01345301443209015,0.25553061859682624,0.7875352308783823,0.10373000867000819,Other Genes
C2CD5,-17.982600313960308,-350.0958835119323,0.011803822784999383,0.1983641847808478,0.7684155789089095,0.11440383880567512,Other Genes
C3,-20.371138493170726,-194.60986758415163,0.006924271908406475,0.31737526999221416,0.807282121585341,0.09297466548116733,Other Genes
C4B,-21.180153882595498,-248.82007108327963,0.0059883163891634745,0.26496580079959264,0.7882857432991881,0.10331632788654152,Other Genes
C4BPA,-17.76832584022407,119.73948828943398,0.013649411665923847,0.43384376233668653,0.8450764253409231,0.07310401341366894,Other Genes
C5,-20.160794306868276,-208.89499286613307,0.006220666533908752,0.22133717317432344,0.77160254263575,0.11260634990988416,Other Genes
C5orf22,-18.369017442841315,159.7858764518234,0.01075155797431186,0.43253318704336663,0.8450764253409231,0.07310401341366894,Other Genes
C6,-20.413932823239385,-236.56793447380213,0.005453179769230175,0.16147323927770094,0.7660160798138202,0.11576211378630473,Other Genes
C6orf203,-17.928706045334355,-217.98604926159376,0.012696051347441378,0.4234033685355215,0.8431281478193622,0.074106411542328,Other Genes
C7,-18.843581905726747,-199.75773358831538,0.008570437531647988,0.18400492585865147,0.7684155789089095,0.11440383880567512,Other Genes
C7orf50,-19.791314129936033,230.3489687614877,0.008939703301476998,0.4704368018053572,0.8583357876854295,0.06634277950550342,Other Genes
C7orf55_LUC7L2,-20.64400803421707,830.0082993886328,0.00445761554731975,0.08004774527345014,0.6922618130010102,0.1597296245641425,Other Genes
C8A,-20.379017918667188,-261.9635868258083,0.004941076348879909,0.09474550877083925,0.726815921431517,0.13857556772322632,Other Genes
C8B,-20.7274413211354,-286.0426886517647,0.004506744961898334,0.09504589383263563,0.726815921431517,0.13857556772322632,Other Genes
C8G,-21.004581784124404,-286.61158143089864,0.004301396251356824,0.10422619105505752,0.74338003358448,0.12878910778230768,Other Genes
C8orf82,-18.384442075410703,-25.855695281242788,0.012495625612226174,0.8738184811645577,0.9642593589715439,0.015806137237681196,Other Genes
C9,-21.149875904908257,-333.59266015872146,0.003551474309253312,0.05022956609170498,0.6834941781938039,0.16526518027549125,Other Genes
C9orf64,-16.22971627409738,236.83937018201098,0.030787211358239353,0.3996751390810581,0.8354204407451711,0.0780949027909962,Other Genes
C9orf78,-17.750682452200525,130.1354814401564,0.015328541583360406,0.7453917879430325,0.9300594441214065,0.03148929292039108,Other Genes
CA1,-17.561921574789103,71.13805956222878,0.015234841005649029,0.4744310033059802,0.8592448575594865,0.06588305836469294,Other Genes
CA2,-18.01485086532043,15.889746069230071,0.01344626301233992,0.8830139003639286,0.9667908679928252,0.014667460456211161,Other Genes
CAB39,-18.701604358485497,393.7406582628436,0.009470074076072242,0.3302017720958379,0.8093911468573278,0.09184155024348548,Other Genes
CACYBP,-14.91936185915166,890.3082000040275,0.03135770740666229,0.007259066402950108,0.5092520900519907,0.29306717991015707,Other Genes
CAD,-23.83876785410137,700.2296980785646,0.0016904282385519444,0.03362746481835722,0.6359977041732778,0.19654445206648619,Other Genes
CADM1,-18.12716025826225,106.14936448501354,0.011910842826981096,0.5850460747150514,0.8930291132186147,0.049134382652218686,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
CALB2,-18.994626496476076,-125.5918127970162,0.007810214374291472,0.11829147272667509,0.7486062893608676,0.12574652851301357,Other Genes
CALCOCO2,-18.869456135829722,-404.70841921918975,0.007114471249266832,0.02716042831168464,0.6087655844057486,0.21554990769141794,Other Genes
CALD1,-18.084163667395842,-128.44608239241373,0.011708280087293651,0.3174941285203249,0.807282121585341,0.09297466548116733,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
CALM1,-17.917755988404856,699.9845939006858,0.012130392046836625,0.20258111050439684,0.7684155789089095,0.11440383880567512,Other Genes
CALR,-16.888190875129098,-366.1044075579852,0.018646137173581726,0.18143836439549096,0.7684155789089095,0.11440383880567512,Other Genes
CALU,-18.15958467995349,17.84005349099633,0.011930500959746085,0.9485363416117678,0.9898935981578737,0.0044114844088242395,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
CAMK2D,-18.110902410158488,22.306920588365614,0.012391779938469627,0.9250707024959971,0.9821961327453227,0.007801780172520113,Other Genes
CAMK2G,-18.026952127921774,-580.6374460750142,0.010354963218453424,0.04615560546582185,0.6834941781938039,0.16526518027549125,Other Genes
CAMSAP3,-18.540588778726743,127.41630925188099,0.010525956418149109,0.5835525982436367,0.8925879495767789,0.04934898066783584,Other Genes
CAND1,-18.54658221616955,179.61921138726612,0.01092071563941672,0.6917012865947851,0.9212739257018606,0.03561122025596751,Other Genes
CANT1,-18.19401962855608,-148.2022494308634,0.011700643604796786,0.7004801532011176,0.9235416743341811,0.03454350247061227,Other Genes
CANX,-18.21958633044311,85.09052780821412,0.011658643691049462,0.7837423383016264,0.9398354665259951,0.02694817005375778,Other Genes
CAP1,-18.788074106220865,-614.548599679194,0.007475025936673188,0.0329574392627098,0.6359977041732778,0.19654445206648619,Other Genes
CAP2,-18.293521350111437,214.93782537442559,0.010954687833063873,0.38507101330372906,0.8335100282132261,0.07908917067524646,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
CAPG,-17.818471579101015,-119.88424979717342,0.01373212751746839,0.5886726735067458,0.8932888768083573,0.049008073792262435,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
CAPN1,-18.565663559195883,-231.386296426736,0.010231087553414689,0.48658390771522764,0.8613670877093141,0.06481172637339942,Other Genes
CAPN2,-19.169541130269806,-220.21339799037017,0.008650756679112416,0.39327021096126236,0.8354204407451711,0.0780949027909962,Other Genes
CAPN5,-18.127643896878038,129.76554171013194,0.011764446719018414,0.4582103445313255,0.8547234128264434,0.06817439956014743,Other Genes
CAPNS1,-18.664680189373083,-163.17764254201953,0.010362423854713955,0.5982297551423974,0.8970953633754551,0.04716138796331109,Other Genes
CAPRIN1,-17.501991768636238,432.192810433572,0.01487228289440206,0.2942877778712402,0.798011108736668,0.09799106299832303,Other Genes
CAPS,-18.95464758181535,-80.47584327922343,0.00909652670264347,0.4074775597844521,0.8384708538611005,0.07651202933373705,Other Genes
CAPZA1,-18.145650110203597,206.20022194796812,0.011908521181888797,0.6955904850153296,0.9222245077161487,0.035163340775836875,Other Genes
CAPZA2,-19.200508152395336,-494.19939870328346,0.007653142755527029,0.1851230127059508,0.7684155789089095,0.11440383880567512,Other Genes
CAPZB,-18.345404775008372,-541.1571903317235,0.010611165339378897,0.3134792067409008,0.8049932012498136,0.09420778754785628,Other Genes
CARD19,-21.9830496295642,-438.57250466008463,0.00347541532985884,0.09857611507523537,0.7330018813286733,0.13489491069364296,Other Genes
CARHSP1,-18.531808071804704,324.5461489458701,0.009697517430024793,0.2249209398233355,0.77160254263575,0.11260634990988416,Other Genes
CARM1,-19.218819962753635,-307.89993998534294,0.007822478773749055,0.23079565023885787,0.7747446387333384,0.11084142041502118,Other Genes
CARMIL1,-17.545987340503817,365.38004816291095,0.013822255925524357,0.15259150522185452,0.7656602987945248,0.11596387146616821,Other Genes
CARS,-21.139784037653545,-963.3087400620014,0.0033583591650648095,0.036266396267372415,0.65803263440132,0.1817525674970445,Other Genes
CARS2,-19.51647700589303,-333.64812240206174,0.006740614676838793,0.1432873346250516,0.762631838822359,0.11768506749111968,Other Genes
CASC4,-18.70841553754908,-203.3337440829357,0.010147028080544768,0.5619045382515468,0.882177445278448,0.0544440500673935,Other Genes
CASK,-16.845810954703143,264.3951424837858,0.024192730989045803,0.5250050180482393,0.869895225068126,0.06053305303077239,Other Genes
CASP1,-19.690664004873263,-361.4906457998761,0.006315062168019789,0.12966907122755647,0.7623103682135061,0.11786817333335144,Other Genes
CASP10,-18.149375022343794,-8.375894875810708,0.012102895966589054,0.9743313218195998,0.9968282931942769,0.0013796438352188815,Other Genes
CASP3,-18.500600402659277,369.68622471129174,0.009697626229926554,0.19516862333309695,0.7684155789089095,0.11440383880567512,Other Genes
CASP4,-19.12672184601429,-507.99211681297413,0.007426509748349597,0.11211490080240392,0.7471205343595989,0.12660932698731386,Other Genes
CASP6,-18.610495845886636,-207.02495622288046,0.009795642947239794,0.3521957690322145,0.8168886216168214,0.08783715315501697,Other Genes
CASP7,-15.466134987024148,311.49303605239754,0.03993534461032432,0.27134410174929663,0.7900581275832934,0.10234095483616443,Other Genes
CASP8,-18.818638280473053,442.40607648429256,0.00833637578787287,0.1234073031198201,0.7573680301498545,0.12069303116996205,Other Genes
CAST,-20.574174884072555,-604.5412749731485,0.0034191292392243867,0.011430408733275332,0.5483143140874145,0.26097041644000313,Other Genes
CAT,-17.31053081548294,205.4416989992456,0.016341879921658576,0.31366647554731836,0.8049932012498136,0.09420778754785628,Other Genes
CAV1,-19.054766168868955,-150.50889395786535,0.008088446728409042,0.20347339656850166,0.7684155789089095,0.11440383880567512,Other Genes
CAVIN1,-19.346342191397202,-202.72395373406857,0.0068273598915634046,0.10142987074252667,0.7378595479143796,0.13202629857106857,Other Genes
CAVIN2,-17.99222702214083,40.373622100272684,0.01281807437672362,0.7195096813891777,0.9251750263206985,0.03377609885591105,Other Genes
CAVIN3,-19.153255565633298,-189.05720096348335,0.0077346460315379055,0.1788738097230623,0.766390744451717,0.11554974878574684,Other Genes
CBFB,-17.47643606303568,148.3381703794112,0.01706131269767058,0.6143334996216009,0.9005134955762775,0.045509774226581416,Other Genes
CBR1,-18.13481130872485,20.34079007012589,0.012170750947419678,0.9455103945922336,0.9889619964728232,0.0048203970168356185,Other Genes
CBR3,-18.73569390101793,-109.66659243694811,0.010006955527535033,0.5378381081908903,0.8731589940118893,0.058906668167350414,Other Genes
CBR4,-18.08325093133812,-22.215066802597136,0.01263449370559519,0.90490052636829,0.9776913741792072,0.009798216422943835,Other Genes
CBS,-17.815452073078113,-80.71379740498804,0.013453399235747605,0.4722357869361271,0.8583357876854295,0.06634277950550342,Other Genes
CBX1,-17.631604694795733,-161.05000432853421,0.015054716843380852,0.5540957322024853,0.8790358990083191,0.055993388381451334,Other Genes
CBX3,-18.287761548251048,219.0483578966315,0.0110366634624139,0.42070429702070533,0.8431281478193622,0.074106411542328,Other Genes
CBX5,-19.04582976247982,304.00735984007775,0.008134233507749623,0.20894066936513578,0.7684155789089095,0.11440383880567512,Other Genes
CBX8,-18.388472242545106,42.07531205465787,0.01295246073980053,0.8869670353636254,0.968333047465376,0.013975246204219713,Other Genes
CC2D1A,-17.2052074147649,-869.8739700286537,0.008469511558718461,0.00012460610757928357,0.4241556208522219,0.3724747734131628,Other Genes
CCAR1,-17.82858652943492,-126.1319499375426,0.01608671267375465,0.8421522373765334,0.9547655770140427,0.0201032473761608,Other Genes
CCAR2,-16.163922564102045,1018.7777104545056,0.01646761797171191,0.001391031753918542,0.5010192246271837,0.3001456094834175,Other Genes
CCDC12,-18.673495010769855,257.86811617407227,0.009992470134096966,0.497268872181473,0.8627090971119057,0.06413562238095409,Other Genes
CCDC124,-16.42784658744109,-467.0031241097598,0.020366890853738898,0.059105331136333615,0.6834941781938039,0.16526518027549125,Other Genes
CCDC127,-17.047604978274034,406.13837027400905,0.0158838180683956,0.06668200993716565,0.6881721653097252,0.16230289738910933,Other Genes
CCDC134,-18.205703313817274,157.97481401222663,0.011567376430773997,0.5875659190474012,0.8930291132186147,0.049134382652218686,Other Genes
CCDC22,-18.749222595325058,-755.083008131279,0.009575470654733582,0.41472236709134647,0.8419731315343405,0.07470176718509505,Other Genes
CCDC25,-17.50312029721588,477.5186152310717,0.013689344186905279,0.10811624851392415,0.745333884366989,0.1276491344264026,Other Genes
CCDC43,-18.415047336850968,-260.6892941589739,0.01059013134158983,0.43246952172695685,0.8450764253409231,0.07310401341366894,Other Genes
CCDC47,-18.3232505708456,-109.79267512774892,0.011542535913480216,0.810873052013322,0.9476114867212396,0.023369683502866893,Other Genes
CCDC50,-17.72639902367579,141.27858224177947,0.015841549957285067,0.7574096535378072,0.9340728498440636,0.029619251123769737,Other Genes
CCDC51,-18.19440735924072,21.61932078753938,0.011988810931139899,0.9497256909200382,0.9898935981578737,0.0044114844088242395,Other Genes
CCDC58,-15.455992108065734,-421.16263273232096,0.035868660387867186,0.17650925413824886,0.766390744451717,0.11554974878574684,Other Genes
CCDC6,-18.32065586359033,-64.4216727030055,0.011425582767327686,0.7750748897171352,0.9383734400972832,0.027624293073292443,Other Genes
CCDC86,-18.107583922202615,15.483301982565806,0.01306073137837158,0.9579395800034447,0.990954254951672,0.003946393224723167,Other Genes
CCDC9,-18.012740562038996,177.032803314847,0.012583999923530504,0.6556003421079164,0.9120532546687853,0.03997980253392004,Other Genes
CCDC90B,-17.264898681573197,-138.87244271812168,0.02003729817366383,0.6229089487647521,0.9029170033744324,0.044352168438528364,Other Genes
CCDC91,-16.420607821906486,-675.0582928702828,0.017748443877822307,0.011689908562420723,0.5483143140874145,0.26097041644000313,Other Genes
CCDC93,-19.02949825072116,953.1434437782248,0.007726474153380433,0.11972832228577404,0.7486062893608676,0.12574652851301357,Other Genes
CCNK,-18.219455297754603,97.02480647059099,0.011678328234253207,0.8085817877112735,0.9469412408977945,0.023676968774520912,Other Genes
CCNY,-18.730775577866897,467.33480537188524,0.008709695484703624,0.14274096116781224,0.762631838822359,0.11768506749111968,Other Genes
CCT2,-18.363954637368856,235.4572926725175,0.01100099310588759,0.5913893181236114,0.8940601293144886,0.048633272086262676,Other Genes
CCT3,-18.388276248137316,465.9604195103689,0.01033334759276469,0.26674690052387745,0.7897278079913939,0.10252256928770076,Other Genes
CCT4,-18.284186388397558,246.97011178818468,0.011226082039104607,0.5532932192881402,0.8787721166595909,0.056123731647968474,Other Genes
CCT5,-18.2941046766003,275.9877424535414,0.011089506664051974,0.4733528303927619,0.8586675613880376,0.06617494350197516,Other Genes
CCT6A,-18.32317433979777,298.66311455350063,0.010979461838228528,0.47263436697976957,0.8583357876854295,0.06634277950550342,Other Genes
CCT7,-18.4233837410453,241.91282634322272,0.010808785567741914,0.5805489900965422,0.8914183222449552,0.04991844365336189,Other Genes
CCT8,-18.47830422960994,231.2481358776273,0.010685905900778133,0.5910583691367994,0.8940601293144886,0.048633272086262676,Other Genes
CCZ1,-18.943361314133597,-239.38061826397194,0.009983894484285126,0.5726928454197233,0.8871844293361099,0.05198608894269671,Other Genes
CD109,-18.076704074767832,-135.6281963267678,0.011583681878151404,0.257782492167904,0.7875352308783823,0.10373000867000819,Other Genes
CD14,-19.99307466102534,-298.8389610533931,0.005843605012415101,0.13651079549438466,0.762631838822359,0.11768506749111968,Other Genes
CD151,-18.593023163797938,-257.4707931919095,0.00967603708902806,0.28459674654346484,0.7972318425617062,0.09841536329234886,Other Genes
CD163,-17.85886006105618,-271.14747862909445,0.012262204387534462,0.16984155876211202,0.766390744451717,0.11554974878574684,Other Genes
CD276,-17.559546884575603,192.7175402809237,0.015112850156577744,0.443270777354586,0.8479598179608652,0.07162472704910029,Other Genes
CD2AP,-18.12740465768714,287.35099350973735,0.011573088935083076,0.3447062737353711,0.8118420632099969,0.09052845074386533,Other Genes
CD34,-19.60046153192788,-118.33848572841353,0.00775730534815745,0.34238471199685216,0.8110447679203573,0.09095517300934132,Other Genes
CD36,-18.08147780241847,36.44387031808242,0.012244217835113085,0.708751090627823,0.9241808286064239,0.03424304481622999,Other Genes
CD38,-18.280614702179857,-124.01924581315288,0.010998186865501742,0.3810365718667066,0.831766625596155,0.07999850956643631,Other Genes
CD3EAP,-19.65620261715243,-364.4115767817297,0.007352635542568549,0.29155857757530235,0.798011108736668,0.09799106299832303,Other Genes
CD44,-18.14240894997959,3.558587917493014,0.012635293632704245,0.9820334296294186,0.9977287779593041,0.0009875010414971993,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
CD46,-18.12948171319165,19.18299671843387,0.012251335152168325,0.9454994136669552,0.9889619964728232,0.0048203970168356185,Other Genes
CD47,-16.809515060152478,-406.57844166303374,0.016393029818839066,0.03023899602357356,0.6326257239676002,0.19885315268263598,Other Genes
CD55,-18.98780722844646,-127.92501661560279,0.008874115720624519,0.367108482948148,0.8200565365105822,0.0861562053624219,Other Genes
CD59,-13.326437854301213,471.6350027137818,0.07472905718696687,0.07097446643316982,0.6881721653097252,0.16230289738910933,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
CD63,-17.97587709768887,-145.25903147493293,0.012399655233382077,0.3981345737855728,0.8354204407451711,0.0780949027909962,Other Genes
CD74,-19.432397201449962,-151.40838911427966,0.008154938201347111,0.37158623239175337,0.823853267535233,0.08415013147559049,Other Genes
CD81,-17.200499794126024,99.6855732999984,0.022419200049317495,0.6655713906139858,0.9165564713589582,0.037840771897579166,Other Genes
CD9,-19.379897859666244,-431.9882484591619,0.00672843247329903,0.09827841903703097,0.7330018813286733,0.13489491069364296,Other Genes
CD99,-19.457028006076175,-275.1947092369538,0.007052750079476268,0.1765712651195622,0.766390744451717,0.11554974878574684,Other Genes
CDC16,-18.83639449663829,-250.83742465836525,0.009966421279310954,0.5584499934177567,0.8811234934230111,0.054963218995931096,Other Genes
CDC23,-20.340744592582716,-626.7994179985151,0.005559107777353258,0.1636624832600853,0.7660160798138202,0.11576211378630473,Other Genes
CDC27,-17.80016041932407,-178.00397570459347,0.013944949959878803,0.6124374081577615,0.9005134955762775,0.045509774226581416,Other Genes
CDC37,-18.248455823426482,-265.2992768430472,0.011033724109177424,0.3328183408347104,0.8097224673706382,0.09166381018693102,Other Genes
CDC40,-20.18408325658818,381.1086377442863,0.007135001789085706,0.32800034945003476,0.8093911468573278,0.09184155024348548,Other Genes
CDC42,-18.893208318564678,-310.2002599966868,0.009622617072528365,0.5054670630686114,0.8678427828790972,0.061558943846911525,Other Genes
CDC42BPA,-19.63260324371746,-245.40272291397957,0.008584869571023892,0.44307549212957764,0.8479598179608652,0.07162472704910029,Other Genes
CDC42BPB,-16.569326588182577,719.2892805923667,0.020414734012172822,0.11318446715930476,0.7471205343595989,0.12660932698731386,Other Genes
CDC42EP4,-18.156986904618915,8.38996315692404,0.011961745942521,0.9738502774351901,0.9968282931942769,0.0013796438352188815,Other Genes
CDC5L,-19.413024943522828,689.9359178051434,0.007329419972147493,0.2124675448243722,0.7691770146485282,0.11397370228126935,Other Genes
CDC73,-20.66898154336841,784.6268915860425,0.004358441160674965,0.07342851284116073,0.6881721653097252,0.16230289738910933,Other Genes
CDCP1,-18.55807838613521,-55.41636507473311,0.012026228049777557,0.7974486547225181,0.9431488983259798,0.02541973821011232,Other Genes
CDH1,-18.44784384847332,-251.41306587037076,0.010251208020742314,0.31943653495420016,0.8074078599946372,0.09290702711336427,Other Genes
CDH11,-17.9848255669337,-167.99843847928838,0.011804645991988048,0.2010329950781752,0.7684155789089095,0.11440383880567512,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
CDH2,-19.00940179618388,226.4437063281232,0.006946574117395786,0.03681709387041593,0.65803263440132,0.1817525674970445,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
CDH6,-18.598513254141942,171.59376831570384,0.009101752437575984,0.13743354715137784,0.762631838822359,0.11768506749111968,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
CDIPT,-18.487731907016602,-61.72009005693113,0.011543825293736843,0.7813630776616649,0.9392704025475828,0.027209362548744502,Other Genes
